mes_num,mes_nombre,ingrediente,categoria,subcategoria,descripcion_culinaria,zona,disponibilidad,lat,lon,partidos,tipo_clima,descripcion_zona,notas_produccion
9,Septiembre,Espinaca,verdura,hoja,Más delicada que la acelga. Preferida en cocina fina.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Producción intensiva. Alta demanda gastronómica.
10,Octubre,Espinaca,verdura,hoja,Más delicada que la acelga. Preferida en cocina fina.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Producción intensiva. Alta demanda gastronómica.
1,Enero,Lechuga mantecosa,verdura,hoja,Hoja tierna. Producción intensiva en Delta y GBA.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Producción continua. Variedad mantecosa la más común.
2,Febrero,Lechuga mantecosa,verdura,hoja,Hoja tierna. Producción intensiva en Delta y GBA.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Producción continua. Variedad mantecosa la más común.
3,Marzo,Lechuga mantecosa,verdura,hoja,Hoja tierna. Producción intensiva en Delta y GBA.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Producción continua. Variedad mantecosa la más común.
4,Abril,Lechuga mantecosa,verdura,hoja,Hoja tierna. Producción intensiva en Delta y GBA.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Producción continua. Variedad mantecosa la más común.
5,Mayo,Lechuga mantecosa,verdura,hoja,Hoja tierna. Producción intensiva en Delta y GBA.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Producción continua. Variedad mantecosa la más común.
6,Junio,Lechuga mantecosa,verdura,hoja,Hoja tierna. Producción intensiva en Delta y GBA.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Producción continua. Variedad mantecosa la más común.
7,Julio,Lechuga mantecosa,verdura,hoja,Hoja tierna. Producción intensiva en Delta y GBA.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Producción continua. Variedad mantecosa la más común.
8,Agosto,Lechuga mantecosa,verdura,hoja,Hoja tierna. Producción intensiva en Delta y GBA.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Producción continua. Variedad mantecosa la más común.
9,Septiembre,Lechuga mantecosa,verdura,hoja,Hoja tierna. Producción intensiva en Delta y GBA.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Producción continua. Variedad mantecosa la más común.
10,Octubre,Lechuga mantecosa,verdura,hoja,Hoja tierna. Producción intensiva en Delta y GBA.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Producción continua. Variedad mantecosa la más común.
11,Noviembre,Lechuga mantecosa,verdura,hoja,Hoja tierna. Producción intensiva en Delta y GBA.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Producción continua. Variedad mantecosa la más común.
12,Diciembre,Lechuga mantecosa,verdura,hoja,Hoja tierna. Producción intensiva en Delta y GBA.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Producción continua. Variedad mantecosa la más común.
1,Enero,Lechuga mantecosa,verdura,hoja,Hoja tierna. Producción intensiva en Delta y GBA.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Gran volumen. Abastece mercados de Buenos Aires.
2,Febrero,Lechuga mantecosa,verdura,hoja,Hoja tierna. Producción intensiva en Delta y GBA.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Gran volumen. Abastece mercados de Buenos Aires.
3,Marzo,Lechuga mantecosa,verdura,hoja,Hoja tierna. Producción intensiva en Delta y GBA.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Gran volumen. Abastece mercados de Buenos Aires.
4,Abril,Lechuga mantecosa,verdura,hoja,Hoja tierna. Producción intensiva en Delta y GBA.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Gran volumen. Abastece mercados de Buenos Aires.
5,Mayo,Lechuga mantecosa,verdura,hoja,Hoja tierna. Producción intensiva en Delta y GBA.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Gran volumen. Abastece mercados de Buenos Aires.
6,Junio,Lechuga mantecosa,verdura,hoja,Hoja tierna. Producción intensiva en Delta y GBA.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Gran volumen. Abastece mercados de Buenos Aires.
7,Julio,Lechuga mantecosa,verdura,hoja,Hoja tierna. Producción intensiva en Delta y GBA.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Gran volumen. Abastece mercados de Buenos Aires.
8,Agosto,Lechuga mantecosa,verdura,hoja,Hoja tierna. Producción intensiva en Delta y GBA.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Gran volumen. Abastece mercados de Buenos Aires.
9,Septiembre,Lechuga mantecosa,verdura,hoja,Hoja tierna. Producción intensiva en Delta y GBA.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Gran volumen. Abastece mercados de Buenos Aires.
10,Octubre,Lechuga mantecosa,verdura,hoja,Hoja tierna. Producción intensiva en Delta y GBA.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Gran volumen. Abastece mercados de Buenos Aires.
11,Noviembre,Lechuga mantecosa,verdura,hoja,Hoja tierna. Producción intensiva en Delta y GBA.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Gran volumen. Abastece mercados de Buenos Aires.
12,Diciembre,Lechuga mantecosa,verdura,hoja,Hoja tierna. Producción intensiva en Delta y GBA.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Gran volumen. Abastece mercados de Buenos Aires.
1,Enero,Lechuga mantecosa,verdura,hoja,Hoja tierna. Producción intensiva en Delta y GBA.,Delta del Tigre,plena,-34.18,-58.58,"Tigre, San Fernando, Escobar, Campana",Húmedo templado,Zona de islas y humedales. Producción de verduras de hoja y frutilla en pequeñas parcelas familiares. Muy vinculada a la cocina de campo y al turismo gastronómico.,Producción en pequeñas parcelas muy fresca.
2,Febrero,Lechuga mantecosa,verdura,hoja,Hoja tierna. Producción intensiva en Delta y GBA.,Delta del Tigre,plena,-34.18,-58.58,"Tigre, San Fernando, Escobar, Campana",Húmedo templado,Zona de islas y humedales. Producción de verduras de hoja y frutilla en pequeñas parcelas familiares. Muy vinculada a la cocina de campo y al turismo gastronómico.,Producción en pequeñas parcelas muy fresca.
3,Marzo,Lechuga mantecosa,verdura,hoja,Hoja tierna. Producción intensiva en Delta y GBA.,Delta del Tigre,plena,-34.18,-58.58,"Tigre, San Fernando, Escobar, Campana",Húmedo templado,Zona de islas y humedales. Producción de verduras de hoja y frutilla en pequeñas parcelas familiares. Muy vinculada a la cocina de campo y al turismo gastronómico.,Producción en pequeñas parcelas muy fresca.
4,Abril,Lechuga mantecosa,verdura,hoja,Hoja tierna. Producción intensiva en Delta y GBA.,Delta del Tigre,plena,-34.18,-58.58,"Tigre, San Fernando, Escobar, Campana",Húmedo templado,Zona de islas y humedales. Producción de verduras de hoja y frutilla en pequeñas parcelas familiares. Muy vinculada a la cocina de campo y al turismo gastronómico.,Producción en pequeñas parcelas muy fresca.
5,Mayo,Lechuga mantecosa,verdura,hoja,Hoja tierna. Producción intensiva en Delta y GBA.,Delta del Tigre,plena,-34.18,-58.58,"Tigre, San Fernando, Escobar, Campana",Húmedo templado,Zona de islas y humedales. Producción de verduras de hoja y frutilla en pequeñas parcelas familiares. Muy vinculada a la cocina de campo y al turismo gastronómico.,Producción en pequeñas parcelas muy fresca.
6,Junio,Lechuga mantecosa,verdura,hoja,Hoja tierna. Producción intensiva en Delta y GBA.,Delta del Tigre,plena,-34.18,-58.58,"Tigre, San Fernando, Escobar, Campana",Húmedo templado,Zona de islas y humedales. Producción de verduras de hoja y frutilla en pequeñas parcelas familiares. Muy vinculada a la cocina de campo y al turismo gastronómico.,Producción en pequeñas parcelas muy fresca.
7,Julio,Lechuga mantecosa,verdura,hoja,Hoja tierna. Producción intensiva en Delta y GBA.,Delta del Tigre,plena,-34.18,-58.58,"Tigre, San Fernando, Escobar, Campana",Húmedo templado,Zona de islas y humedales. Producción de verduras de hoja y frutilla en pequeñas parcelas familiares. Muy vinculada a la cocina de campo y al turismo gastronómico.,Producción en pequeñas parcelas muy fresca.
8,Agosto,Lechuga mantecosa,verdura,hoja,Hoja tierna. Producción intensiva en Delta y GBA.,Delta del Tigre,plena,-34.18,-58.58,"Tigre, San Fernando, Escobar, Campana",Húmedo templado,Zona de islas y humedales. Producción de verduras de hoja y frutilla en pequeñas parcelas familiares. Muy vinculada a la cocina de campo y al turismo gastronómico.,Producción en pequeñas parcelas muy fresca.
9,Septiembre,Lechuga mantecosa,verdura,hoja,Hoja tierna. Producción intensiva en Delta y GBA.,Delta del Tigre,plena,-34.18,-58.58,"Tigre, San Fernando, Escobar, Campana",Húmedo templado,Zona de islas y humedales. Producción de verduras de hoja y frutilla en pequeñas parcelas familiares. Muy vinculada a la cocina de campo y al turismo gastronómico.,Producción en pequeñas parcelas muy fresca.
10,Octubre,Lechuga mantecosa,verdura,hoja,Hoja tierna. Producción intensiva en Delta y GBA.,Delta del Tigre,plena,-34.18,-58.58,"Tigre, San Fernando, Escobar, Campana",Húmedo templado,Zona de islas y humedales. Producción de verduras de hoja y frutilla en pequeñas parcelas familiares. Muy vinculada a la cocina de campo y al turismo gastronómico.,Producción en pequeñas parcelas muy fresca.
11,Noviembre,Lechuga mantecosa,verdura,hoja,Hoja tierna. Producción intensiva en Delta y GBA.,Delta del Tigre,plena,-34.18,-58.58,"Tigre, San Fernando, Escobar, Campana",Húmedo templado,Zona de islas y humedales. Producción de verduras de hoja y frutilla en pequeñas parcelas familiares. Muy vinculada a la cocina de campo y al turismo gastronómico.,Producción en pequeñas parcelas muy fresca.
12,Diciembre,Lechuga mantecosa,verdura,hoja,Hoja tierna. Producción intensiva en Delta y GBA.,Delta del Tigre,plena,-34.18,-58.58,"Tigre, San Fernando, Escobar, Campana",Húmedo templado,Zona de islas y humedales. Producción de verduras de hoja y frutilla en pequeñas parcelas familiares. Muy vinculada a la cocina de campo y al turismo gastronómico.,Producción en pequeñas parcelas muy fresca.
1,Enero,Lechuga morada,verdura,hoja,Variedad de color. Muy usada en gastronomía.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Producción continua con picos en primavera-otoño.
2,Febrero,Lechuga morada,verdura,hoja,Variedad de color. Muy usada en gastronomía.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Producción continua con picos en primavera-otoño.
3,Marzo,Lechuga morada,verdura,hoja,Variedad de color. Muy usada en gastronomía.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Producción continua con picos en primavera-otoño.
4,Abril,Lechuga morada,verdura,hoja,Variedad de color. Muy usada en gastronomía.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Producción continua con picos en primavera-otoño.
5,Mayo,Lechuga morada,verdura,hoja,Variedad de color. Muy usada en gastronomía.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Producción continua con picos en primavera-otoño.
6,Junio,Lechuga morada,verdura,hoja,Variedad de color. Muy usada en gastronomía.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Producción continua con picos en primavera-otoño.
7,Julio,Lechuga morada,verdura,hoja,Variedad de color. Muy usada en gastronomía.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Producción continua con picos en primavera-otoño.
8,Agosto,Lechuga morada,verdura,hoja,Variedad de color. Muy usada en gastronomía.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Producción continua con picos en primavera-otoño.
9,Septiembre,Lechuga morada,verdura,hoja,Variedad de color. Muy usada en gastronomía.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Producción continua con picos en primavera-otoño.
10,Octubre,Lechuga morada,verdura,hoja,Variedad de color. Muy usada en gastronomía.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Producción continua con picos en primavera-otoño.
11,Noviembre,Lechuga morada,verdura,hoja,Variedad de color. Muy usada en gastronomía.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Producción continua con picos en primavera-otoño.
12,Diciembre,Lechuga morada,verdura,hoja,Variedad de color. Muy usada en gastronomía.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Producción continua con picos en primavera-otoño.
1,Enero,Lechuga morada,verdura,hoja,Variedad de color. Muy usada en gastronomía.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Similar a la mantecosa en producción.
2,Febrero,Lechuga morada,verdura,hoja,Variedad de color. Muy usada en gastronomía.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Similar a la mantecosa en producción.
3,Marzo,Lechuga morada,verdura,hoja,Variedad de color. Muy usada en gastronomía.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Similar a la mantecosa en producción.
4,Abril,Lechuga morada,verdura,hoja,Variedad de color. Muy usada en gastronomía.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Similar a la mantecosa en producción.
5,Mayo,Lechuga morada,verdura,hoja,Variedad de color. Muy usada en gastronomía.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Similar a la mantecosa en producción.
6,Junio,Lechuga morada,verdura,hoja,Variedad de color. Muy usada en gastronomía.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Similar a la mantecosa en producción.
7,Julio,Lechuga morada,verdura,hoja,Variedad de color. Muy usada en gastronomía.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Similar a la mantecosa en producción.
8,Agosto,Lechuga morada,verdura,hoja,Variedad de color. Muy usada en gastronomía.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Similar a la mantecosa en producción.
9,Septiembre,Lechuga morada,verdura,hoja,Variedad de color. Muy usada en gastronomía.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Similar a la mantecosa en producción.
10,Octubre,Lechuga morada,verdura,hoja,Variedad de color. Muy usada en gastronomía.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Similar a la mantecosa en producción.
11,Noviembre,Lechuga morada,verdura,hoja,Variedad de color. Muy usada en gastronomía.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Similar a la mantecosa en producción.
12,Diciembre,Lechuga morada,verdura,hoja,Variedad de color. Muy usada en gastronomía.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Similar a la mantecosa en producción.
8,Agosto,Rúcula,verdura,hoja,Sabor picante característico. Crece bien en climas templados.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Primavera y otoño. Sabor más intenso con frescor.
9,Septiembre,Rúcula,verdura,hoja,Sabor picante característico. Crece bien en climas templados.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Primavera y otoño. Sabor más intenso con frescor.
10,Octubre,Rúcula,verdura,hoja,Sabor picante característico. Crece bien en climas templados.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Primavera y otoño. Sabor más intenso con frescor.
11,Noviembre,Rúcula,verdura,hoja,Sabor picante característico. Crece bien en climas templados.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Primavera y otoño. Sabor más intenso con frescor.
12,Diciembre,Rúcula,verdura,hoja,Sabor picante característico. Crece bien en climas templados.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Primavera y otoño. Sabor más intenso con frescor.
8,Agosto,Rúcula,verdura,hoja,Sabor picante característico. Crece bien en climas templados.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Buena producción. Alta demanda en restaurantes.
9,Septiembre,Rúcula,verdura,hoja,Sabor picante característico. Crece bien en climas templados.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Buena producción. Alta demanda en restaurantes.
10,Octubre,Rúcula,verdura,hoja,Sabor picante característico. Crece bien en climas templados.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Buena producción. Alta demanda en restaurantes.
11,Noviembre,Rúcula,verdura,hoja,Sabor picante característico. Crece bien en climas templados.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Buena producción. Alta demanda en restaurantes.
4,Abril,Kale,verdura,hoja,Superalimento de moda. Producción creciente en Buenos Aires.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Producción creciente. Prefiere invierno suave.
5,Mayo,Kale,verdura,hoja,Superalimento de moda. Producción creciente en Buenos Aires.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Producción creciente. Prefiere invierno suave.
6,Junio,Kale,verdura,hoja,Superalimento de moda. Producción creciente en Buenos Aires.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Producción creciente. Prefiere invierno suave.
7,Julio,Kale,verdura,hoja,Superalimento de moda. Producción creciente en Buenos Aires.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Producción creciente. Prefiere invierno suave.
8,Agosto,Kale,verdura,hoja,Superalimento de moda. Producción creciente en Buenos Aires.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Producción creciente. Prefiere invierno suave.
9,Septiembre,Kale,verdura,hoja,Superalimento de moda. Producción creciente en Buenos Aires.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Producción creciente. Prefiere invierno suave.
10,Octubre,Kale,verdura,hoja,Superalimento de moda. Producción creciente en Buenos Aires.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Producción creciente. Prefiere invierno suave.
4,Abril,Kale,verdura,hoja,Superalimento de moda. Producción creciente en Buenos Aires.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Producción bajo cubierta en invierno.
5,Mayo,Kale,verdura,hoja,Superalimento de moda. Producción creciente en Buenos Aires.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Producción bajo cubierta en invierno.
6,Junio,Kale,verdura,hoja,Superalimento de moda. Producción creciente en Buenos Aires.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Producción bajo cubierta en invierno.
7,Julio,Kale,verdura,hoja,Superalimento de moda. Producción creciente en Buenos Aires.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Producción bajo cubierta en invierno.
8,Agosto,Kale,verdura,hoja,Superalimento de moda. Producción creciente en Buenos Aires.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Producción bajo cubierta en invierno.
9,Septiembre,Kale,verdura,hoja,Superalimento de moda. Producción creciente en Buenos Aires.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Producción bajo cubierta en invierno.
4,Abril,Brócoli,verdura,inflorescencia,Requiere frío. Temporada otoño-invierno.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Invierno. Heladas leves mejoran el sabor.
5,Mayo,Brócoli,verdura,inflorescencia,Requiere frío. Temporada otoño-invierno.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Invierno. Heladas leves mejoran el sabor.
6,Junio,Brócoli,verdura,inflorescencia,Requiere frío. Temporada otoño-invierno.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Invierno. Heladas leves mejoran el sabor.
7,Julio,Brócoli,verdura,inflorescencia,Requiere frío. Temporada otoño-invierno.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Invierno. Heladas leves mejoran el sabor.
8,Agosto,Brócoli,verdura,inflorescencia,Requiere frío. Temporada otoño-invierno.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Invierno. Heladas leves mejoran el sabor.
